,Open,High,Low,Close,Adj Close,Volume,,
3/3/1985,1252.650024,1260.930054,1242.819946,1335.966064,1249.670044,8270000,,
3/4/1985,1249.01001,1274.180054,1245.689941,1337.30203,1271.089966,8990000,,
3/5/1985,1271.530029,1277.390015,1257.839966,1338.639332,1265.23999,10540000,,
3/6/1985,1263.800049,1278.930054,1257.619995,1339.977971,1268.219971,9630000,,
3/7/1985,1272.420044,1277.390015,1261.699951,1341.317949,1267.449951,7800000,,
3/8/1985,1261.699951,1268.329956,1252.869995,1342.659267,1259.939941,7930000,,
3/9/1985,1257.069946,1267.560059,1252.099976,1344.001927,1259.719971,9520000,,
3/10/1985,1260.160034,1270.869995,1255.959961,1345.345928,1264.910034,8960000,,
3/11/1985,1265.900024,1275.51001,1256.630005,1346.691274,1260.709961,8700000,,
3/12/1985,1263.469971,1270.650024,1255.849976,1348.037966,1266.780029,9810000,,
3/13/1985,1264.800049,1276.280029,1260.48999,1349.386004,1272.75,6930000,,
3/14/1985,1273.959961,1280.150024,1261.47998,1350.73539,1265.680054,8460000,,
3/15/1985,1264.689941,1268.109985,1251.550049,1352.086125,1258.060059,9310000,,
3/16/1985,1256.290039,1264.23999,1248.339966,1353.438211,1259.050049,6920000,,
3/17/1985,1259.5,1267.01001,1246.02002,1354.791649,1252.97998,7940000,,
3/18/1985,1252.209961,1262.040039,1246.579956,1356.146441,1253.859985,8010000,,
3/19/1985,1256.849976,1269.099976,1252.099976,1357.502587,1259.939941,9130000,,
3/20/1985,1265.23999,1274.849976,1257.180054,1358.86009,1263.689941,10800000,,
3/21/1985,1263.689941,1270.430054,1257.290039,1360.21895,1265.680054,7320000,,
3/22/1985,1262.589966,1272.420044,1257.839966,1361.579169,1266.780029,6870000,,
3/23/1985,1268.109985,1276.609985,1256.959961,1362.940748,1269.550049,9870000,,
3/24/1985,1269.660034,1277.5,1263.469971,1364.303689,1272.310059,9120000,,
3/25/1985,1278.819946,1281.910034,1260.819946,1365.667993,1265.130005,11170000,,
3/26/1985,1265.130005,1272.530029,1258.5,1367.033661,1266.560059,8740000,,
3/27/1985,1269.77002,1273.630005,1257.619995,1368.400694,1266.560059,7080000,,
3/28/1985,1265.349976,1282.910034,1261.150024,1369.769095,1278.709961,10790000,,
3/29/1985,1279.48999,1286.439941,1269.880005,1371.138864,1278.48999,8510000,,
3/30/1985,1276.829956,1289.199951,1272.530029,1372.510003,1284.780029,9620000,,
3/31/1985,1286.219971,1290.300049,1270.540039,1373.882513,1275.180054,8930000,,
4/1/1985,1272.859985,1277.939941,1257.400024,1375.256396,1259.719971,9200000,,
4/2/1985,1256.73999,1266.22998,1245.800049,1376.631652,1258.060059,12390000,,
4/3/1985,1257.180054,1262.810059,1239.069946,1378.008284,1242.050049,10050000,,
4/4/1985,1244.369995,1251.209961,1235.530029,1379.386292,1242.27002,9780000,,
4/5/1985,1243.709961,1253.859985,1238.300049,1380.765678,1247.23999,8680000,,
4/6/1985,1246.910034,1256.400024,1241.390015,1382.146444,1247.790039,7100000,,
4/7/1985,1248.22998,1261.369995,1243.150024,1383.52859,1252.75,9140000,,
4/8/1985,1248.670044,1258.939941,1239.51001,1384.912119,1249.780029,9710000,,
4/9/1985,1251.880005,1265.569946,1246.579956,1386.297031,1260.27002,16290000,,
4/10/1985,1268.98999,1282.459961,1261.589966,1387.683328,1274.180054,16460000,,
4/11/1985,1277.609985,1283.569946,1268.77002,1389.071011,1277.5,7530000,,
4/12/1985,1281.469971,1288.650024,1267.670044,1390.460082,1273.300049,11580000,,
4/13/1985,1271.199951,1283.569946,1265.459961,1391.850542,1273.52002,13980000,,
4/14/1985,1276.719971,1285.109985,1270.099976,1393.242393,1278.050049,10590000,,
4/15/1985,1276.829956,1295.829956,1271.420044,1394.635635,1285.339966,14230000,,
4/16/1985,1298.949951,1310.369995,1292.22998,1396.030271,1304.880005,15320000,,
4/17/1985,1305,1316.079956,1297.48999,1397.426301,1309.699951,13230000,,
4/18/1985,1305.219971,1308.920044,1294.349976,1398.823728,1303.76001,8670000,,
4/19/1985,1301.75,1307.800049,1290.98999,1400.222551,1296.709961,8210000,,
4/20/1985,1295.469971,1305.670044,1291.109985,1401.622774,1301.969971,6680000,,
4/21/1985,1305.329956,1312.839966,1293.22998,1403.024397,1301.52002,9210000,,
4/22/1985,1300.959961,1308.359985,1292.790039,1404.427421,1302.97998,8880000,,
4/23/1985,1306.449951,1314.180054,1293.910034,1405.831848,1305.780029,14740000,,
4/24/1985,1302.76001,1320.790039,1298.719971,1407.23768,1315.410034,12190000,,
4/25/1985,1321.23999,1325.040039,1304.209961,1408.644918,1310.930054,10830000,,
4/26/1985,1310.599976,1321.23999,1304.439941,1410.053563,1315.300049,9450000,,
4/27/1985,1320.560059,1331.77002,1312.609985,1411.463616,1320.560059,14320000,,
4/28/1985,1317.199951,1330.530029,1311.939941,1412.87508,1327.280029,9770000,,
4/29/1985,1329.640015,1331.98999,1312.949951,1414.287955,1316.420044,8590000,,
4/30/1985,1314.290039,1322.579956,1307.23999,1415.702243,1318.439941,6120000,,
5/1/1985,1319,1323.810059,1308.02002,1417.117945,1313.839966,8020000,,
5/2/1985,1312.050049,1318.209961,1300.73999,1418.535063,1306.339966,9550000,,
5/3/1985,1302.199951,1308.130005,1285.390015,1419.953598,1290.099976,13310000,,
5/4/1985,1297.380005,1305.439941,1288.880005,1421.373552,1300.959961,9220000,,
5/5/1985,1298.949951,1303.98999,1288.75,1422.794925,1298.390015,7280000,,
5/6/1985,1299.400024,1312.390015,1293.680054,1424.21772,1304.77002,10900000,,
5/7/1985,1304.77002,1312.719971,1293.569946,1425.641938,1297.380005,11310000,,
5/8/1985,1296.709961,1305.439941,1287.75,1427.06758,1299.72998,7780000,,
5/9/1985,1297.27002,1326.050049,1293.790039,1428.494648,1324.47998,15770000,,
5/10/1985,1315.079956,1326.719971,1307.800049,1429.923142,1320.560059,10100000,,
5/11/1985,1322.689941,1338.819946,1314.069946,1431.353065,1323.030029,14050000,,
5/12/1985,1320.680054,1329.189941,1314.73999,1432.784419,1323.810059,10060000,,
5/13/1985,1325.939941,1338.709961,1321.800049,1434.217203,1332.209961,9760000,,
5/14/1985,1334.119995,1341.170044,1326.160034,1435.65142,1335.459961,9150000,,
5/15/1985,1334.01001,1342.180054,1322.579956,1437.087072,1337.140015,7880000,,
5/16/1985,1335.459961,1343.75,1329.189941,1438.524159,1334.01001,9170000,,
5/17/1985,1331.77002,1337.589966,1320.22998,1439.962683,1326.390015,9030000,,
5/18/1985,1328.290039,1340.609985,1324.930054,1441.402645,1334.449951,6000000,,
5/19/1985,1330.420044,1336.469971,1318.880005,1442.844048,1328.410034,7050000,,
5/20/1985,1324.599976,1333.670044,1313.400024,1444.286892,1321.910034,9400000,,
5/21/1985,1320.900024,1336.810059,1315.300049,1445.731179,1332.890015,10060000,,
5/22/1985,1333.219971,1343.640015,1326.160034,1447.17691,1337.699951,10170000,,
5/23/1985,1336.130005,1345.98999,1326.390015,1448.624087,1338.599976,11060000,,
5/24/1985,1333.890015,1347.670044,1326.949951,1450.072711,1335.459961,10970000,,
5/25/1985,1336.579956,1351.930054,1331.540039,1451.522784,1347.890015,12980000,,
5/26/1985,1354.609985,1365.930054,1346.209961,1452.974307,1357.969971,15510000,,
5/27/1985,1352.26001,1363.26001,1345.319946,1454.427281,1350.920044,12590000,,
5/28/1985,1351.030029,1363.349976,1346.439941,1455.881708,1359.540039,10810000,,
5/29/1985,1356.180054,1362.119995,1346.890015,1457.33759,1357.640015,8790000,,
5/30/1985,1357.079956,1372.199951,1344.76001,1458.794928,1351.810059,18070000,,
5/31/1985,1349.800049,1359.209961,1335.689941,1460.253723,1348.900024,12860000,,
6/1/1985,1349.130005,1359.880005,1338.599976,1461.713976,1353.609985,11870000,,
6/2/1985,1352.26001,1365.589966,1345.209961,1463.17569,1357.079956,10820000,,
6/3/1985,1354.280029,1358.089966,1338.930054,1464.638866,1343.859985,8560000,,
6/4/1985,1340.390015,1352.599976,1334.900024,1466.103505,1346.099976,10790000,,
6/5/1985,1347.890015,1357.410034,1340.050049,1467.569608,1347.449951,10690000,,
6/6/1985,1350.02002,1361.900024,1342.969971,1469.037178,1355.619995,9840000,,
6/7/1985,1354.280029,1360.099976,1345.430054,1470.506215,1353.050049,6220000,,
6/8/1985,1348.569946,1352.709961,1336.920044,1471.976721,1346.890015,6640000,,
6/9/1985,1345.880005,1350.02002,1322.920044,1473.448698,1325.160034,9710000,,
6/10/1985,1320.790039,1331.209961,1316.310059,1474.922147,1325.040039,7260000,,
6/11/1985,1324.709961,1334.790039,1318.319946,1476.397069,1329.859985,8480000,,
6/12/1985,1328.849976,1331.880005,1317.650024,1477.873466,1320.790039,7430000,,
6/13/1985,1318.77002,1324.369995,1309.140015,1479.351339,1314.290039,7200000,,
6/14/1985,1314.630005,1325.48999,1303.650024,1480.830691,1315.300049,7200000,,
6/15/1985,1318.550049,1326.050049,1311.380005,1482.311521,1316.97998,7120000,,
6/16/1985,1318.439941,1324.709961,1308.130005,1483.793833,1317.76001,7550000,,
6/17/1985,1312.609985,1321.569946,1305.890015,1485.277627,1312.719971,10380000,,
6/18/1985,1312.050049,1319.219971,1307.569946,1486.762904,1312.5,6070000,,
6/19/1985,1315.969971,1328.069946,1311.829956,1488.249667,1323.699951,9120000,,
6/20/1985,1323.920044,1333.670044,1319.109985,1489.737917,1329.530029,7180000,,
6/21/1985,1330.420044,1334.680054,1313.51001,1491.227655,1318.099976,8260000,,
6/22/1985,1316.420044,1322.920044,1310.47998,1492.718883,1318.319946,6090000,,
6/23/1985,1316.640015,1324.26001,1309.810059,1494.211601,1317.650024,5160000,,
6/24/1985,1321.23999,1328.630005,1315.189941,1495.705813,1322.469971,6750000,,
6/25/1985,1322.920044,1334.790039,1316.97998,1497.201519,1331.089966,12840000,,
6/26/1985,1331.209961,1340.050049,1325.160034,1498.69872,1335.130005,10400000,,
6/27/1985,1335.459961,1342.410034,1325.27002,1500.197419,1334.01001,9110000,,
6/28/1985,1333.670044,1337.140015,1322.800049,1501.697617,1329.189941,8070000,,
6/29/1985,1329.079956,1334.119995,1318.209961,1503.199314,1326.719971,8610000,,
6/30/1985,1326.390015,1333,1318.660034,1504.702513,1325.829956,8250000,,
7/1/1985,1327.170044,1341.400024,1323.920044,1506.207216,1335.689941,8900000,,
7/2/1985,1335.130005,1348.22998,1326.609985,1507.713423,1339.27002,8680000,,
7/3/1985,1337.930054,1346.550049,1324.819946,1509.221137,1333.449951,10140000,,
7/4/1985,1330.199951,1334.01001,1314.849976,1510.730358,1319.439941,8070000,,
7/5/1985,1317.430054,1327.400024,1307.01001,1512.241088,1312.390015,9940000,,
7/6/1985,1314.959961,1320.119995,1296.709961,1513.753329,1307.680054,10130000,,
7/7/1985,1307.349976,1315.75,1301.079956,1515.267083,1309.140015,7020000,,
7/8/1985,1308.579956,1314.52002,1291.219971,1516.78235,1298.160034,10270000,,
7/9/1985,1295.25,1307.569946,1283.709961,1518.299132,1300.400024,11930000,,
7/10/1985,1298.839966,1312.949951,1291.219971,1519.817431,1306.790039,10130000,,
7/11/1985,1306.339966,1313.400024,1294.469971,1521.337249,1297.939941,11020000,,
7/12/1985,1313.959961,1323.589966,1305.780029,1522.858586,1316.310059,17580000,,
7/13/1985,1314.73999,1334.569946,1301.859985,1524.381444,1321.119995,11040000,,
7/14/1985,1323.47998,1330.199951,1306,1525.905826,1312.050049,12280000,,
7/15/1985,1310.599976,1325.27002,1301.969971,1527.431732,1320.790039,12880000,,
7/16/1985,1330.089966,1336.810059,1318.550049,1528.959163,1328.630005,12020000,,
7/17/1985,1329.640015,1343.969971,1323.47998,1530.488123,1340.949951,15600000,,
7/18/1985,1343.410034,1351.589966,1327.959961,1532.018611,1333.670044,12580000,,
7/19/1985,1332.209961,1345.430054,1323.810059,1533.550629,1333.109985,10700000,,
7/20/1985,1330.089966,1335.01001,1321.119995,1535.08418,1328.73999,8830000,,
7/21/1985,1326.050049,1335.910034,1315.189941,1536.619264,1324.369995,9300000,,
7/22/1985,1325.040039,1333.890015,1316.199951,1538.155883,1325.48999,7620000,,
7/23/1985,1324.47998,1336.810059,1320.22998,1539.694039,1326.719971,7500000,,
7/24/1985,1325.599976,1333.329956,1318.439941,1541.233733,1328.069946,6010000,,
7/25/1985,1328.290039,1343.410034,1323.699951,1542.774967,1339.939941,9210000,,
7/26/1985,1340.390015,1356.180054,1336.579956,1544.317742,1354.72998,8640000,,
7/27/1985,1356.73999,1364.140015,1343.530029,1545.86206,1350.810059,13530000,,
7/28/1985,1351.930054,1371.300049,1346.209961,1547.407922,1368.5,13400000,,
7/29/1985,1366.939941,1378.359985,1356.849976,1548.95533,1369.290039,13980000,,
7/30/1985,1368.839966,1383.400024,1358.869995,1550.504285,1368.839966,12670000,,
7/31/1985,1367.050049,1375.670044,1357.75,1552.054789,1364.140015,7800000,,
8/1/1985,1364.25,1374.660034,1356.180054,1553.606844,1364.359985,9230000,,
8/2/1985,1364.469971,1373.430054,1357.079956,1555.160451,1367.160034,10770000,,
8/3/1985,1367.380005,1374.550049,1355.290039,1556.715611,1362.339966,12230000,,
8/4/1985,1360.099976,1366.709961,1351.589966,1558.272327,1356.52002,11960000,,
8/5/1985,1353.050049,1364.02002,1346.550049,1559.830599,1359.98999,10710000,,
8/6/1985,1361.780029,1377.689941,1356.180054,1561.39043,1368.72998,12310000,,
8/7/1985,1373.050049,1384.630005,1361.01001,1562.95182,1375.569946,15150000,,
8/8/1985,1375.459961,1383.599976,1362.609985,1564.514772,1374.310059,13330000,,
8/9/1985,1372.130005,1393.579956,1367.780029,1566.079287,1390.25,13930000,,
8/10/1985,1388.069946,1398.51001,1377.060059,1567.645366,1389.680054,11580000,,
8/11/1985,1386.810059,1402.52002,1380.280029,1569.213012,1396.670044,13870000,,
8/12/1985,1398.390015,1411.01001,1386.469971,1570.782225,1403.439941,14980000,,
8/13/1985,1400.109985,1410.109985,1389.910034,1572.353007,1399.540039,14160000,,
8/14/1985,1397.939941,1410.439941,1391.060059,1573.92536,1404.359985,11500000,,
8/15/1985,1405.72998,1432.569946,1402.410034,1575.499285,1431.880005,17030000,,
8/16/1985,1431.079956,1446.099976,1421.099976,1577.074784,1433.599976,19860000,,
8/17/1985,1432.680054,1439.790039,1419.380005,1578.651859,1427.75,10740000,,
8/18/1985,1425.689941,1443.810059,1420.640015,1580.230511,1439.219971,12710000,,
8/19/1985,1435.780029,1450.569946,1425.689941,1581.810742,1435.089966,16310000,,
8/20/1985,1433.26001,1447.25,1422.25,1583.392552,1440.02002,12790000,,
8/21/1985,1444.719971,1452.180054,1430.050049,1584.975945,1438.98999,14000000,,
8/22/1985,1440.369995,1451.48999,1429.23999,1586.560921,1439.219971,17360000,,
8/23/1985,1445.300049,1466.060059,1439.790039,1588.147482,1462.27002,20310000,,
8/24/1985,1460.780029,1475.569946,1451.609985,1589.735629,1464.329956,15890000,,
8/25/1985,1462.839966,1467.089966,1449.430054,1591.325365,1456.650024,11070000,,
8/26/1985,1456.540039,1470.069946,1447.25,1592.91669,1456.77002,20920000,,
8/27/1985,1460.439941,1483.829956,1454.01001,1594.509607,1475.689941,23580000,,
8/28/1985,1480.280029,1486.930054,1463.98999,1596.104117,1472.130005,10990000,,
8/29/1985,1471.329956,1476.26001,1451.26001,1597.700221,1457.910034,10620000,,
8/30/1985,1455.050049,1466.400024,1450.339966,1599.297921,1459.060059,9620000,,
8/31/1985,1463.76001,1488.76001,1457.449951,1600.897219,1484.400024,17420000,,
9/1/1985,1490.369995,1504.01001,1477.97998,1602.498116,1482.910034,19850000,,
9/2/1985,1476.719971,1488.300049,1464.790039,1604.100614,1477.180054,15140000,,
9/3/1985,1483.939941,1504.130005,1478.099976,1605.704715,1497.02002,21060000,,
9/4/1985,1498.849976,1514.910034,1483.939941,1607.310419,1499.199951,25800000,,
9/5/1985,1498.170044,1520.300049,1492.089966,1608.91773,1511.699951,25490000,,
9/6/1985,1512.040039,1523.51001,1496.790039,1610.526648,1511.23999,23580000,,
9/7/1985,1515.47998,1546.439941,1502.75,1612.137174,1535.209961,22730000,,
9/8/1985,1538.300049,1570.869995,1528.900024,1613.749311,1553.099976,22700000,,
9/9/1985,1556.880005,1568.810059,1536.349976,1615.363061,1544.5,20390000,,
9/10/1985,1543.119995,1560.439941,1528.439941,1616.978424,1542.430054,20280000,,
9/11/1985,1540.369995,1552.97998,1532,1618.595402,1543.920044,16160000,,
9/12/1985,1548.73999,1564.560059,1535.670044,1620.213998,1543,23510000,,
9/13/1985,1539.219971,1547.819946,1516.630005,1621.834212,1528.780029,15970000,,
9/14/1985,1526.380005,1532.449951,1508.829956,1623.456046,1519.150024,9740000,,
9/15/1985,1520.76001,1532.569946,1514.680054,1625.079502,1526.48999,6770000,,
9/16/1985,1530.160034,1548.849976,1527.290039,1626.704581,1543,9910000,,
9/17/1985,1546.099976,1557.339966,1534.97998,1628.331286,1550.459961,11450000,,
9/18/1985,1552.290039,1562.839966,1537.5,1629.959617,1546.670044,13630000,,
9/19/1985,1546.219971,1551.949951,1523.73999,1631.589577,1537.72998,10660000,,
9/20/1985,1540.02002,1557.109985,1534.97998,1633.221166,1549.199951,10460000,,
9/21/1985,1550,1557,1537.040039,1634.854388,1547.589966,11000000,,
9/22/1985,1552.060059,1573.73999,1544.5,1636.489242,1565.709961,15170000,,
9/23/1985,1570.98999,1578.099976,1516.630005,1638.125731,1526.609985,20630000,,
9/24/1985,1516.060059,1530.849976,1495.640015,1639.763857,1518.22998,21010000,,
9/25/1985,1520.76001,1530.959961,1500.569946,1641.403621,1513.530029,12520000,,
9/26/1985,1511.930054,1526.829956,1502.290039,1643.045024,1520.530029,13130000,,
9/27/1985,1526.380005,1530.619995,1508.030029,1644.688069,1519.040039,11790000,,
9/28/1985,1519.839966,1535.319946,1512.959961,1646.332758,1527.290039,11290000,,
9/29/1985,1531.079956,1547.709961,1517.089966,1647.97909,1541.630005,16920000,,
9/30/1985,1541.170044,1552.52002,1519.719971,1649.627069,1536.699951,17010000,,
10/1/1985,1530.849976,1536.01001,1516.859985,1651.276696,1529.130005,8140000,,
10/2/1985,1530.390015,1535.890015,1502.869995,1652.927973,1514.449951,13570000,,
10/3/1985,1513.420044,1525.569946,1494.839966,1654.580901,1502.290039,12970000,,
10/4/1985,1500.339966,1519.390015,1491.73999,1656.235482,1511.23999,14150000,,
10/5/1985,1517.430054,1537.390015,1507.680054,1657.891718,1529.930054,13790000,,
10/6/1985,1536.579956,1548.170044,1524.430054,1659.549609,1537.609985,11430000,,
10/7/1985,1540.369995,1561.349976,1530.5,1661.209159,1556.420044,16080000,,
10/8/1985,1558.140015,1578.099976,1548.050049,1662.870368,1558.939941,18090000,,
10/9/1985,1558.369995,1572.589966,1545.76001,1664.533238,1552.180054,13370000,,
10/10/1985,1551.26001,1582.910034,1548.170044,1666.197772,1570.98999,17840000,,
10/11/1985,1570.530029,1600.109985,1564.329956,1667.863969,1594.27002,16320000,,
10/12/1985,1596.670044,1611.469971,1575.459961,1669.531833,1593.22998,21880000,,
10/13/1985,1590.140015,1601.829956,1576.26001,1671.201365,1593.119995,16260000,,
10/14/1985,1595.76001,1616.51001,1587.5,1672.872567,1600.689941,18580000,,
10/15/1985,1590.140015,1622.819946,1576.829956,1674.545439,1613.420044,18470000,,
10/16/1985,1614.449951,1633.140015,1605.160034,1676.219985,1626.380005,15150000,,
10/17/1985,1624.890015,1637.5,1613.300049,1677.896205,1622.819946,15710000,,
10/18/1985,1625.339966,1640.47998,1611.699951,1679.574101,1629.930054,18270000,,
10/19/1985,1632.569946,1649.310059,1616.859985,1681.253675,1645.069946,16320000,,
10/20/1985,1645.410034,1668.689941,1636.119995,1682.934929,1664.449951,19100000,,
10/21/1985,1661.579956,1685.550049,1649.430054,1684.617863,1678.780029,16930000,,
10/22/1985,1673.050049,1689.219971,1651.030029,1686.302481,1658.26001,15180000,,
10/23/1985,1652.75,1675.459961,1641.969971,1687.988784,1672.819946,13910000,,
10/24/1985,1681.540039,1702.75,1668.689941,1689.676773,1697.709961,21280000,,
10/25/1985,1689.790039,1709.75,1678.670044,1691.366449,1698.280029,16080000,,
10/26/1985,1695.98999,1709.52002,1674.079956,1693.057816,1692.660034,16000000,,
10/27/1985,1694.040039,1714.790039,1679.589966,1694.750874,1696.900024,19340000,,
10/28/1985,1701.829956,1728.900024,1683.369995,1696.445624,1713.98999,21010000,,
10/29/1985,1722.589966,1732.569946,1687.5,1698.14207,1709.060059,21070000,,
10/30/1985,1706.189941,1714.329956,1684.630005,1699.840212,1696.670044,13800000,,
10/31/1985,1699.109985,1718.630005,1679.719971,1701.540052,1686.420044,17030000,,
11/1/1985,1681.630005,1695.400024,1663.069946,1703.241592,1686.660034,17360000,,
11/2/1985,1698.640015,1711.209961,1681.75,1704.944834,1696.599976,16420000,,
11/3/1985,1694.800049,1713.47998,1682.829956,1706.649779,1699.829956,15780000,,
11/4/1985,1698.040039,1715.160034,1688.699951,1708.356429,1702.949951,11750000,,
11/5/1985,1714.800049,1752.170044,1704.26001,1710.064785,1746.050049,20450000,,
11/6/1985,1750,1773.349976,1733.47998,1711.77485,1745.449951,22630000,,
11/7/1985,1740.060059,1768.800049,1729.530029,1713.486625,1753.709961,17660000,,
11/8/1985,1761.140015,1799.930054,1745.209961,1715.200111,1792.73999,22780000,,
11/9/1985,1777.060059,1790.589966,1758.380005,1716.915311,1776.859985,15120000,,
11/10/1985,1772.27002,1806.75,1763.650024,1718.632227,1789.869995,16120000,,
11/11/1985,1796.699951,1806.98999,1773.469971,1720.350859,1787.949951,13870000,,
11/12/1985,1793.819946,1820.76001,1784.359985,1722.07121,1804.23999,14320000,,
11/13/1985,1807.949951,1821.23999,1764.849976,1723.793281,1768.560059,30170000,,
11/14/1985,1784.359985,1796.219971,1763.290039,1725.517074,1782.930054,19510000,,
11/15/1985,1781.01001,1794.300049,1762.089966,1727.242591,1778.5,14970000,,
11/16/1985,1784.119995,1817.410034,1775.97998,1728.969834,1810.699951,19030000,,
11/17/1985,1822.199951,1849.73999,1806.51001,1730.698804,1821.719971,22460000,,
11/18/1985,1824.22998,1841.829956,1803.160034,1732.429503,1818.609985,14670000,,
11/19/1985,1822.079956,1829.02002,1777.540039,1734.161932,1790.109985,19440000,,
11/20/1985,1786.280029,1803.640015,1769.76001,1735.896094,1795.26001,15750000,,
11/21/1985,1796.459961,1809.27002,1753.709961,1737.63199,1766.400024,16890000,,
11/22/1985,1762.930054,1772.869995,1728.449951,1739.369622,1739.219971,17090000,,
11/23/1985,1734.550049,1749.040039,1712.52002,1741.108992,1735.51001,14410000,,
11/24/1985,1750.359985,1779.569946,1737.069946,1742.850101,1769.76001,17210000,,
11/25/1985,1784.359985,1807.709961,1754.189941,1744.592951,1778.619995,16930000,,
11/26/1985,1791.069946,1807.829956,1768.199951,1746.337544,1794.300049,69590000,,
11/27/1985,1800.719971,1812.5,1779.140015,1748.083881,1790.180054,20660000,,
11/28/1985,1791.420044,1811.380005,1781,1749.831965,1805.310059,11010000,,
11/29/1985,1799.849976,1822.050049,1789.680054,1751.581797,1809.650024,14870000,,
11/30/1985,1823.410034,1859.619995,1814.72998,1753.333379,1847.969971,32130000,,
12/1/1985,1849.079956,1870.160034,1831.719971,1755.086712,1855.030029,22630000,,
12/2/1985,1851.810059,1870.160034,1830.97998,1756.841799,1840.400024,21670000,,
12/3/1985,1842.51001,1864.209961,1829.859985,1758.598641,1855.900024,15270000,,
12/4/1985,1858.26001,1866.439941,1815.969971,1760.35724,1830.97998,19290000,,
12/5/1985,1823.410034,1841.27002,1803.939941,1762.117597,1829.609985,15840000,,
12/6/1985,1831.719971,1848.459961,1818.949951,1763.879714,1831.719971,17920000,,
12/7/1985,1836.430054,1848.459961,1813.73999,1765.643594,1835.569946,15330000,,
12/8/1985,1834.199951,1852.660034,1817.709961,1767.409238,1843.75,13680000,,
12/9/1985,1848.829956,1856.150024,1813.119995,1769.176647,1825.890015,16400000,,
12/10/1985,1825.400024,1831.22998,1777.900024,1770.945824,1783.97998,17270000,,
12/11/1985,1777.900024,1796.880005,1761.040039,1772.716769,1777.780029,18550000,,
12/12/1985,1782.23999,1795.880005,1763.140015,1774.489486,1774.680054,14840000,,
12/13/1985,1777.530029,1800.349976,1770.959961,1776.263976,1793.77002,11680000,,
12/14/1985,1799.359985,1803.319946,1775.920044,1778.04024,1787.949951,14540000,,
12/15/1985,1782.369995,1790.050049,1755.209961,1779.81828,1775.300049,16960000,,
12/16/1985,1780.75,1797.869995,1768.47998,1781.598098,1786.209961,16110000,,
12/17/1985,1779.640015,1797.119995,1767.72998,1783.379696,1789.430054,13850000,,
12/18/1985,1786.459961,1804.319946,1774.800049,1785.163076,1787.329956,12030000,,
12/19/1985,1790.550049,1804.069946,1772.319946,1786.948239,1785.339966,14660000,,
12/20/1985,1790.430054,1815.22998,1775.550049,1788.735187,1808.280029,15790000,,
